image_name,caption,emotions
visualnews__guardian_images_0201_045.jpg,Dynamo Oldschool magicians performed in top hat and tails which have lots of pockets but I have to make pockets bigger or insert them,"['intrigued', 'interested', 'happy', 'confused']"
visualnews__guardian_images_0201_656.jpg,Iggy Azalea helping hands,"['good', 'happy', 'curious', 'joy', 'sad']"
visualnews__guardian_images_0203_155.jpg,Portugal's Prime Minister Pedro Passos Coelho in parliament today,"['interested', 'happy', 'curious', 'bored']"
visualnews__guardian_images_0203_156.jpg,Uncertainty about how long the partial shutdown of the US government will last pushed shares down in Japan and left Asian stock markets on edge today,"['concerned', 'sad', 'scared', 'worried', 'angry', 'bored', 'fear']"
visualnews__guardian_images_0204_037.jpg,Facebook users could pay 1068 to contact Tom Daley,"['upset', 'proud', 'intrigued', 'happy', 'excited', 'confused']"
visualnews__guardian_images_0205_023.jpg,Runners compete in the 2009 89km Comrades marathon in South Africa,['happy']
visualnews__guardian_images_0205_511.jpg,Tony Blair protested yesterday that he is not worth 100m not half of that a third of that a quarter of that a fifth of that and I could go on,['annoyed']
visualnews__guardian_images_0205_634.jpg,George Butler homes in on the musical team warming upIllustration George Butler,"['happy', 'excited', 'inspired', 'bored', 'confused']"
visualnews__guardian_images_0205_751.jpg,Leopold Hawelka who has died aged 100,"['impressed', 'confused', 'sad', 'happy']"
visualnews__guardian_images_0205_964.jpg,Naomi Broady was the only British wild card to make it into the second round at last year's Wimbledon,['inspired']
visualnews__guardian_images_0206_111.jpg,Roger Federer complete with his ponytail celebrates his first Wimbledon title in 2003,"['impressed', 'interested', 'neutral', 'happy', 'hopeful', 'amazed']"
visualnews__guardian_images_0207_021.jpg,Alex's first steps out of the burrow beside the much larger Isabelle The team believes he was about 24 days old in this camera trap photo,"['interested', 'happy']"
visualnews__guardian_images_0207_439.jpg,Use of air conditioning is increasing and that worsens climate change,"['scared', 'happy', 'worried', 'sad', 'angry']"
visualnews__guardian_images_0207_762.jpg,Full power the new eUp costs just 280 to charge over night which will give you a range of over 90 miles,"['interested', 'proud', 'happy', 'hopeful', 'excited']"
visualnews__guardian_images_0207_895.jpg,Some photographs which document treatment of detainees after 911 are said to be more disturbing that the infamous images of detainee abuse at Abu Ghraib uncovered in 2004,"['upset', 'anger', 'sad', 'angry']"
visualnews__guardian_images_0209_930.jpg,Pakistan's recently elected prime minister Nawaz Sharif centre will be taking on the country's overweening military not just Pervez Musharraf,"['proud', 'concerned', 'scared', 'angry']"
visualnews__guardian_images_0210_249.jpg,London in the smog but the pollution affecting much of the country is different from the old peasoupers,"['concerned', 'worried', 'disgusted', 'sad']"
visualnews__guardian_images_0212_728.jpg,Republicans stance on reproductive rights like their southern strategy on race was engineered during the early 1970s with electoral advantage in mind,"['intrigued', 'happy', 'curious', 'disgusted', 'sad', 'angry']"
visualnews__guardian_images_0213_181.jpg,Police searching for Eric Frein stop a car in Barrett Township in Pennsylvania's Monroe County,"['worried', 'sad', 'angry']"
visualnews__guardian_images_0213_511.jpg,The Sunset by Giorgione,"['happy', 'curious', 'calm']"
visualnews__guardian_images_0213_996.jpg,According to the FSA shoppers struggle to assess risks when buying products that could contain nuts,"['concerned', 'scared', 'annoyed', 'confused', 'bored']"
visualnews__guardian_images_0214_288.jpg,Caster Semenya with her gold medal after the women's 800m final at the World Athletics Championships in Berlin,"['happy', 'excited', 'confused', 'angry']"
visualnews__guardian_images_0214_337.jpg,Gordon Reid celebrates his victory in the men's wheelchair singles final at the Australian Open against Joachim Gerard,"['impressed', 'happy', 'joy']"
visualnews__guardian_images_0214_445.jpg,A screen shot from Space Miner Space Ore Bust,"['intrigued', 'happy', 'excited', 'curious', 'nostalgic', 'bored']"
visualnews__guardian_images_0216_018.jpg,Testing of alleged Apple Watch Sport screen shows it can be scratched and isn t as hard as sapphire,['fear']
visualnews__guardian_images_0216_380.jpg,Harry Styles 1D's resident rock god,"['impressed', 'happy', 'excited', 'curious']"
visualnews__guardian_images_0218_590.jpg,Jamie Heaslip scores Leinster's fourth try during the Heineken Cup Pool Five match against Exeter at Sandy Park,"['happy', 'excited', 'joy', 'sad']"
visualnews__guardian_images_0219_156.jpg,Manchester students used an FOI request as part of their campaign calling for the university to divest from the fossil fuel industry,"['proud', 'interested', 'happy', 'curious', 'annoyed', 'inspired']"
visualnews__guardian_images_0220_396.jpg,Manchester City's Manuel Pellegrini left alongside Joe Hart in the runup to the Champions League game against Roma,"['excited', 'happy']"
visualnews__guardian_images_0221_423.jpg,RWE which owns Npower has announced another 2400 job cuts across Europe and reported a 15 fall in UK earnings despite soaring demand for energy Most of the job losses are expected to be in Germany where RWE is based but the group was unable to rule out cuts in the UK,"['concerned', 'worried', 'sad', 'angry']"
visualnews__guardian_images_0221_695.jpg,David Cameron talks to staff at the A E department of Salford Royal Hospital last year NHS figures show his A E claims at PMQs on Wednesday are wrong,"['proud', 'interested', 'good', 'happy', 'curious', 'annoyed', 'confused', 'angry']"
visualnews__guardian_images_0222_122.jpg,Berlusconi rings for help,"['curious', 'concerned', 'happy']"
visualnews__guardian_images_0224_301.jpg,Patrick Wolf live at the Foundry Sheffield University,"['intrigued', 'excited', 'inspired', 'bored', 'confused']"
visualnews__guardian_images_0224_619.jpg,Sophie Turner and Natalie Dormer deflected plot questions with Dormer saying I don t have an effing clue what will happen at the Game of Thrones panel at ComicCon International on Friday in San Diego,['happy']
visualnews__guardian_images_0225_875.jpg,Workers attempt to stay ahead of early morning snows at the US Capitol in Washington,['happy']
visualnews__guardian_images_0226_244.jpg,Baikonur Kazakhstan Visitor looks at the Soyuz TMA18Mis installed at the launch pad at the Baikonur Cosmodrome Members of the main crew of the 4546 expedition to the International Space Station Kazakhstan's cosmonaut Aydyn Aimbetov Russian cosmonaut Sergei Volkov and Denmark's astronaut Andreas Mogensen from the European Space Agency are scheduled to fly to the ISS,"['good', 'happy', 'excited']"
visualnews__guardian_images_0228_251.jpg,J is for jazz From Alphabet by Paul Thurlby Published by Templar Publishing 559 at guardianbookshopcouk,['happy']
visualnews__guardian_images_0228_353.jpg,It iss unlikely coal will ever dominate America's electricity supply to the same extent again,"['neutral', 'hopeful', 'disgusted', 'sad', 'fear']"
visualnews__guardian_images_0229_208.jpg,The Bauhaus in Dessau Part of the inspiration for Sheffield University's 1950s master plan,"['impressed', 'interested', 'happy', 'inspired', 'confused']"
visualnews__guardian_images_0229_550.jpg,Here you are No one need ever know,"['confused', 'neutral', 'happy']"
visualnews__guardian_images_0230_059.jpg,Arctic Monkeys open the show performing R U Mine,"['intrigued', 'happy', 'excited', 'curious']"
visualnews__guardian_images_0230_316.jpg,Lambersart France Nicolas Sarkozy is hoping for a comeback in French politics as he announced his plan last week to challenge former colleagues for the presidency of the centreright UMP party,"['curious', 'happy']"
visualnews__guardian_images_0231_392.jpg,Brian Eno It seemed a natural step for me to take as I ve been dealing with this idea of functional music for quite a few years,['happy']
visualnews__guardian_images_0232_068.jpg,A rare moment of black intimacy Odessa Warren Grey and Bert Williams in Lime Kiln Club Field Day,"['confused', 'happy']"
visualnews__guardian_images_0232_312.jpg,Fox photographer George Freston poses as a commuter on the tube reading a copy of D H Lawrence's novel Lady Chatterley's Lover on the day the book went on general sale after a jury at the Old Bailey decided that the book was not obscene after a 33year oldban November 1960,"['sad', 'happy']"
visualnews__guardian_images_0233_990.jpg,Slice work Based on a Marco Pierre White classic the River Cottage leek terrine is tasty goodlooking and above all simple,"['intrigued', 'interested', 'excited', 'confused', 'disgusted']"
visualnews__guardian_images_0234_532.jpg,Mark Driscoll the former pastor of Mars Hill church in Seattle has been slammed for describing women as penis houses for men,"['anger', 'disgusted', 'angry']"
visualnews__guardian_images_0234_745.jpg,David Cameron with German chancellor Angela Merkel at the G7 summit in southern Germany,"['neutral', 'happy', 'curious', 'bored']"
visualnews__guardian_images_0235_180.jpg,Greg Wood I was told if you can press a button you get no points for manual dexterity but it's actually not what is in the regulations,"['curious', 'confused', 'happy']"
visualnews__guardian_images_0235_234.jpg,For Grainger along with her teammates Annie Vernon Debbie Flood and Frances Houghton silver was a huge disappointment in Beijing in 2008,"['proud', 'hopeful', 'confused', 'disgusted', 'sad']"
visualnews__guardian_images_0235_380.jpg,Coolly inscrutable Gemma Chan as Ruth with Gary Kemp and Ron Cook in The Homecoming at Trafalgar Studios in London,"['intrigued', 'happy', 'curious', 'excited', 'inspired', 'bored']"
visualnews__guardian_images_0236_400.jpg,Rudyard Kipling fictionalised his own Indian childhood in Kim,['happy']
visualnews__guardian_images_0237_577.jpg,Calais FranceA tent belonging to a Sudanese migrant in the Jungle camp The French authorities have begun dismantling part of the encampment and relocating migrants to purposebuilt accommodation nearby,"['curious', 'sad', 'angry']"
visualnews__guardian_images_0237_644.jpg,A protest takes place outside the hotel where the TransPacific Partnership Ministerial Meetings are being held in Atlanta,"['upset', 'interested', 'concerned', 'curious', 'calm', 'confused']"
visualnews__guardian_images_0237_827.jpg,Obama is expected to take administrative steps to protect as many as 5 million people from deportation and grant them work permits,"['upset', 'proud', 'happy', 'hopeful', 'excited', 'annoyed', 'sad', 'angry']"
visualnews__guardian_images_0239_068.jpg,Hurricane Joaquin strengthened over the Bahamas on Thursday and is combining with an unusual lowpressure system stretching along the eastern seabord of North America,"['upset', 'concerned', 'scared', 'worried', 'sad']"
visualnews__guardian_images_0239_730.jpg,Plan B he is now a sharpsuited Smokey Robinsoninfluenced singer,['happy']
visualnews__guardian_images_0243_037.jpg,Audience members participated in a same sex wedding during a performance of Same Love by Macklemore and Ryan Lewis Thirtyfour couples took part in the event,"['happy', 'anger', 'excited', 'hopeful', 'joy', 'inspired', 'sad']"
visualnews__guardian_images_0245_275.jpg,A sign outside a jobcentre ministers have previously said jobseekers will face no penalties if they do not take zerohours roles,"['intrigued', 'happy', 'curious', 'confused']"
visualnews__guardian_images_0245_279.jpg,Tripping over an unlaid paving stone cand lead to an accident claim,"['neutral', 'anger', 'sad']"
visualnews__guardian_images_0249_419.jpg,England flyhalf George Ford kicks against Ireland,['happy']
visualnews__guardian_images_0249_572.jpg,Psychologist Daniel Kahneman Nobel laureate and author of the bestselling book Thinking Fast and Slow,"['awe', 'interested', 'intrigued', 'proud', 'happy', 'calm']"
visualnews__guardian_images_0250_836.jpg,Police stand in front of a banner at the site of a prodemocracy demonstration in the Mongkok district of Hong Kong,"['sad', 'fear']"
visualnews__guardian_images_0252_293.jpg,A bison often referred to as an American buffalo drinks from a river stream on its range land in Jackson Hole Wyoming Seen in the distance are the Grand Teton mountains The US senate recently passed an act designating the American bison as a national mammal and recognising the first Thursday in November as National Bison Day,"['awe', 'proud', 'interested', 'intrigued', 'happy', 'inspired']"
visualnews__guardian_images_0253_507.jpg,PUP primary vote v economic scale P 001 Illustration Luke Mansillo for Guardian Australia,"['confused', 'happy']"
visualnews__guardian_images_0254_792.jpg,David Cameron with his allmale frontbench at PMQs on Wednesday Ed Balls suggested the Conservatives had a women problem,"['happy', 'sad', 'angry']"
visualnews__guardian_images_0256_238.jpg,Cancun climate change conference Women carrying wood for fuel in Nepal,"['concerned', 'anger', 'happy', 'confused', 'sad']"
visualnews__guardian_images_0257_074.jpg,A girl with a painted face watches a marriage ceremony at a UN centre for Palestinian refugees at AlShati Camp Beit Lahia during a further ceasefire in Gaza,"['scared', 'sad']"
visualnews__guardian_images_0257_160.jpg,You and this girl can chew the fat on gay marriage into your twilight years while maintaining a perfectly acceptable romantic liaison Mariella Frostrup advises a man disturbed by his girlfriend's homophobic views,"['interested', 'happy', 'excited', 'worried', 'inspired', 'confused']"
visualnews__guardian_images_0258_417.jpg,Mark OLeary has been part of a trial for the new generation of prosthetic limbs I can walk as far as I like There's no limit,"['excited', 'inspired']"
visualnews__guardian_images_0258_764.jpg,More personality than polish Diana Vickers,"['interested', 'happy']"
visualnews__guardian_images_0259_043.jpg,George Batts former national secretary of the Normandy Veterans Association,"['proud', 'happy']"
visualnews__guardian_images_0260_230.jpg,Research shows that Detroit is the most racially unequal metropolis in the US,"['upset', 'sad', 'happy']"
visualnews__guardian_images_0260_552.jpg,Page turner readers preferred the iPad's style of pagination to the Kindle's,"['neutral', 'curious']"
visualnews__guardian_images_0263_412.jpg,Handson fun for youngsters at the City Museum in Leeds,"['happy', 'hopeful']"
visualnews__guardian_images_0263_984.jpg,David Hytner's team from the top four,"['bored', 'good']"
visualnews__guardian_images_0264_109.jpg,Leonardo DiCaprio in Baz Luhrman's The Great Gatsby which will open the 2013 Cannes film festival,"['happy', 'sad']"
visualnews__guardian_images_0264_622.jpg,A parade goers at the annual Sydney Gay and Lesbian Mardi Gras Parade,"['proud', 'happy', 'curious', 'joy', 'confused', 'angry']"
visualnews__guardian_images_0265_014.jpg,A window into the future from October all employees will be automatically enrolled in a pension scheme,"['interested', 'happy', 'hopeful', 'curious', 'worried', 'confused', 'fear']"
visualnews__guardian_images_0265_148.jpg,Environment reporting creates its own environmental footprint but the Guardian is doing its best to minimise it,"['happy', 'curious', 'confused', 'angry']"
visualnews__guardian_images_0265_371.jpg,PHE said most birthing pools used at home like this one were filled from domestic hotwater systems and so carry less risk,"['intrigued', 'interested', 'scared', 'happy', 'curious', 'excited', 'sad', 'fear']"
visualnews__guardian_images_0265_560.jpg,Nick Folkes outside the supreme court last week He is planning a rally in Cronulla commemorating the 10year anniversary of race riots there,"['intrigued', 'interested', 'happy', 'curious', 'confused', 'angry']"
visualnews__guardian_images_0266_001.jpg,It's a wrap Spectators snuggle up under blankets while they await the start of a beachfront cinema screening on the Croisette at the 65th Cannes film festival,"['intrigued', 'interested', 'proud', 'happy', 'curious', 'excited', 'confused', 'nostalgic']"
visualnews__guardian_images_0266_383.jpg,Record levels of smog were registered over Beijing this winter prompting anger about China's poor environmental standards,"['upset', 'calm', 'disgusted', 'sad']"
visualnews__guardian_images_0267_778.jpg,Cape Verde just one of five fabulous holidays to be won,['happy']
visualnews__guardian_images_0270_099.jpg,Tracy Barlow murdered married and manipulated her way through Coronation Street for nearly 40 years,"['sad', 'concerned', 'worried', 'bored', 'disgusted']"
visualnews__guardian_images_0270_287.jpg,Marina Cantacuzino Forgiveness is a nuanced thing It's a choice a practice,"['intrigued', 'interested', 'neutral', 'good', 'happy', 'curious', 'confused']"
visualnews__guardian_images_0271_503.jpg,A British Airways passenger jet passes over the London Eye,"['awe', 'excited', 'worried', 'amazed', 'calm']"
visualnews__guardian_images_0273_423.jpg,Retail sales have proved volatile in recent months with a 07 decline in January,"['concerned', 'fear', 'happy', 'worried', 'angry']"
visualnews__guardian_images_0274_838.jpg,Around 85 of men in Sweden now take some time off after new legislation designed to encourage higher takeup,"['happy', 'excited', 'joy', 'confused']"
visualnews__guardian_images_0274_867.jpg,Let's get it on,"['proud', 'happy', 'excited', 'inspired']"
visualnews__guardian_images_0275_225.jpg,Republican presidential candidates Ben Carson and Donald Trump's requests for secret service protection are currently under review,"['concerned', 'disgusted', 'anger', 'annoyed', 'confused', 'angry']"
visualnews__guardian_images_0277_936.jpg,Southampton general hospital from where Ashya King's parents removed their ill son without the agreement of doctors,['happy']
visualnews__guardian_images_0278_484.jpg,Flower by Alexandr Afonin a winner in the open shortlist enhanced category,"['upset', 'scared', 'worried', 'confused', 'sad', 'fear']"
visualnews__guardian_images_0278_782.jpg,No need to walk on water Yeezus recording star Kanye West at the Cannes Lions festival,"['upset', 'happy', 'anger', 'annoyed', 'confused', 'disgusted', 'angry']"
visualnews__guardian_images_0279_174.jpg,Reducing women and children to tears in a good way Hannah Scott,"['interested', 'happy', 'curious', 'confused', 'sad']"
visualnews__guardian_images_0279_280.jpg,The Surgicentre at Lister hospital in Hertfordshire which is owned by a subsidiary of building giant Carillion,"['sad', 'interested', 'happy']"
visualnews__guardian_images_0279_369.jpg,Citroen Nomad I have been a member of the Citroen Car Club since 1964 and in 1999 attended their 50th Anniversary Rally says owner David There I saw the Nomad for sale and the rest is history It's my little snail shell my travelling home This conversion was originally a Citroen Dyane an upmarket version of the 2CV It displays some of the characteristic features of these vehicles such as the classic Citroen blue the threebolt wheel hubs and the flat windscreen It is a charming and unusual vehicle both for its diminutive size and the ingenuity with which it has been converted,"['interested', 'happy', 'excited', 'confused']"
visualnews__guardian_images_0279_702.jpg,Mo Yan talks to the media during a news conference in his hometown Gaomi Shandong province,"['proud', 'happy', 'excited']"
visualnews__guardian_images_0281_553.jpg,A stylized view of the solar system,"['intrigued', 'happy', 'amazed']"
visualnews__guardian_images_0281_562.jpg,Stuffed rabbits and ducks,"['disgusted', 'anger']"
visualnews__guardian_images_0282_743.jpg,Editor's pick black a sprinkle of Lego colours what's not to love Black and colour 295 by Paul Smith from mrportercom,"['interested', 'neutral', 'happy', 'excited', 'bored', 'confused']"
visualnews__guardian_images_0282_844.jpg,Foxtons Part of its lettings contract has been deemed unfair,"['upset', 'angry']"
visualnews__guardian_images_0284_862.jpg,A factory line at Apple supplier Foxconn in Shenzen Chinese environmental groups have singled out Apple for failing to tackle concerns over pollution and the health of workers,"['upset', 'interested', 'happy', 'angry']"
visualnews__guardian_images_0285_224.jpg,Alan Withers said he had been surprised by the tone of Carolyn Bourne's email,"['confused', 'bored']"
visualnews__guardian_images_0286_880.jpg,Daimer last year unveiled a prototype truck called Future Truck 2025 which has a driverless option It aims to bring driverless trucks to market by 2025,"['awe', 'interested', 'concerned', 'scared', 'happy', 'excited', 'worried', 'curious', 'amazed']"
visualnews__guardian_images_0287_415.jpg,Britain's No1 Andy Murray in action during practice for his fourthround match against Grigor Dimitrov at the Australian Open,['excited']
visualnews__guardian_images_0288_078.jpg,Tataviam Mountains Travel east of Los Santos and you ll find this large mountain range based on Riverside County's San Jacinto Mountains It's named after a Native American group from southern California From the highest point of the range you can see the entire sprawl of Los Santos from the southern beaches to the Vinewood Hills The infamous unsolved murder of a Hollywood starlet Lenora Johnson occured here,"['impressed', 'interested', 'sad', 'curious', 'calm', 'angry']"
visualnews__guardian_images_0288_248.jpg,Borussia Dortmund's keeper Roman Weidenfeller shows his dismay after Bayern's Arjen Robben tucks home the late penalty,"['upset', 'happy', 'sad', 'angry']"
visualnews__guardian_images_0288_994.jpg,William Porter one of six Baltimore police officers charged with the death of Freddie Gray walks to the courthouse with one of his attorneys in Baltimore on 2 December 2015,"['happy', 'anger', 'sad', 'angry']"
visualnews__guardian_images_0290_170.jpg,Ian Dyson finance director M S What he says Working with Stuart is great undoubtedly the best exec I ve ever worked with Very direct good fun clear motivational I ve total respect for his leadership What he means He would very very very much like the job Pretty please,"['happy', 'excited', 'annoyed', 'confused']"
visualnews__guardian_images_0291_050.jpg,Incongruous a Sikh man beneath an ad hoarding,"['intrigued', 'interested', 'happy', 'joy', 'inspired', 'confused']"
visualnews__guardian_images_0291_918.jpg,Firefighter's signs reads We rescue people not banks during a demonstration in Valencia July 2012,"['concerned', 'interested', 'sad', 'angry']"
visualnews__guardian_images_0293_568.jpg,A woman walks past a train loaded with Ukrainian tanks which are set to leave the Crimean peninsular by the end of Monday,"['upset', 'scared', 'happy', 'angry']"
visualnews__guardian_images_0294_179.jpg,gettingbye from Uganda Pride on the shores of Lake Victoria The inviteonly event was held just a few weeks after a notorious antigay law was overturned,"['proud', 'happy']"
visualnews__guardian_images_0294_782.jpg,Ellar Coltrane in Boyhood,"['neutral', 'happy', 'sad']"
visualnews__guardian_images_0295_724.jpg,Ministers Oliver Letwin and Danny Alexander at the launch of What Works centres on 4 March 2013 hosted by Geoff Mulgan at Nesta,"['concerned', 'interested', 'neutral', 'curious', 'confused', 'bored']"
visualnews__guardian_images_0296_255.jpg,Barack Obama his wife Michelle and their daughters Sasha and Malia step off Air Force One in Moscow,"['proud', 'happy', 'inspired', 'sad']"
visualnews__guardian_images_0299_626.jpg,Peter White is determined that nobody will be left behind in digital switchover,['happy']
visualnews__guardian_images_0301_593.jpg,A windfarm near Lake George north of Canberra Tony Abbott has described the turbines as visually awful,"['happy', 'curious', 'annoyed', 'inspired', 'confused']"
visualnews__guardian_images_0306_839.jpg,About 54000 women in the UK who get pregnant or return to work after having a baby are dismissed made redundant or forced out by poor treatment,"['sad', 'angry']"
visualnews__guardian_images_0307_825.jpg,Serving time conscientious objectors at a prison camp during world world one,"['proud', 'happy', 'curious', 'confused', 'sad', 'angry']"
visualnews__guardian_images_0307_990.jpg,Kadyrov taking on Brazilians Ronaldao and Andre Cruz enjoys a flourishing reputation in Chechnya,"['happy', 'excited']"
visualnews__guardian_images_0309_799.jpg,If you re nice we ll work happily ever after says this week's Secret Teacher,"['happy', 'joy']"
visualnews__guardian_images_0310_375.jpg,Extremely funny miserylit Carey Mulligan and Peter Sarsgaard in An Education,"['interested', 'concerned', 'happy', 'curious', 'sad']"
visualnews__guardian_images_0311_746.jpg,The Ehic not in fact a perk of the NHS The card exists in all EUEEA countries,"['interested', 'confused', 'bored']"
visualnews__guardian_images_0312_643.jpg,David Willetts said attracting overseas students was one of the great British successes,"['happy', 'amazed', 'bored', 'angry']"
visualnews__guardian_images_0314_677.jpg,Zimbabwe's president Robert Mugabe who at 91 is Africa's oldest leader,"['interested', 'happy', 'curious', 'sad']"
visualnews__guardian_images_0315_009.jpg,Antrim Northern Ireland A man takes a picture with his mobile phone through heavy snow at the Dark Hedges named for it's unusual tree formation which has become a recent tourist attraction after the setting was filmed as part of Game of Thrones TV series,"['awe', 'happy', 'amazed', 'calm']"
visualnews__guardian_images_0315_395.jpg,Abu Sabaya and Khadafy Janjalani the leaders of Abu Sayyaf,"['scared', 'happy', 'anger', 'confused']"
visualnews__guardian_images_0317_784.jpg,A resident walks towards council run housing in Lambeth The coalition's proposed housing benefit reforms are forcing many councils to house thousands of homeless families outside of London,"['happy', 'sad', 'angry']"
visualnews__guardian_images_0317_892.jpg,Matt Jones and Freeman LaFleur of THC University We re teaching total plant husbandry,"['neutral', 'happy', 'sad']"
visualnews__guardian_images_0318_144.jpg,Jesse Eisenberg also attended the screening of The Double,"['upset', 'interested', 'intrigued', 'happy', 'excited', 'amazed', 'sad']"
visualnews__guardian_images_0318_214.jpg,Mortgage lending restrictions will take effect as data shows a stalling in house price growth,"['concerned', 'good', 'hopeful', 'sad']"
visualnews__guardian_images_0321_143.jpg,The Nick Cave documentary 20000 Days on Earth blurred the lines between truth and fiction,"['intrigued', 'upset', 'scared', 'curious', 'worried', 'excited', 'confused']"
visualnews__guardian_images_0321_422.jpg,O Neill has singled out the 70odd Australian federal police officers working in the country,"['intrigued', 'good', 'curious', 'worried', 'confused', 'sad', 'angry']"
visualnews__guardian_images_0321_675.jpg,Excessive use of towels is one of the reasons modern players and especially Rafael Nadal take so long between points,"['interested', 'happy', 'curious', 'joy', 'annoyed']"
visualnews__guardian_images_0322_431.jpg,Rags and Tatters The Arab spring thrums and rattles in the background of Ahmad Abdallah's searing political drama all played out in the early months of 2011 Asser Yassin stars as the fugitive at large in the back alleys of Cairo trying to make sense of a nation in flux,"['upset', 'intrigued', 'scared', 'curious', 'worried', 'excited', 'bored', 'disgusted']"
visualnews__guardian_images_0322_435.jpg,The LFF is headlined by its galas showcasing marquee titles that have premiered at other festivals This year that means the likes of Blue is the Warmest Colour 12 Years a Slave Gravity Inside Llewyn Davis Labor Day and Philomena,"['scared', 'happy', 'curious', 'excited', 'worried', 'inspired', 'sad']"
visualnews__guardian_images_0325_981.jpg,Grand Theft Auto IV developed by Edinburghbased Rockstar Games an example of British culture as valuable as Ttrainspotting,"['scared', 'happy', 'excited', 'sad']"
visualnews__guardian_images_0326_307.jpg,Belize barrier reef is one of the natural world heritage sites that WWF says is at risk from fossil fuel exploration or mining,"['upset', 'concerned', 'intrigued', 'worried', 'calm', 'confused', 'sad', 'angry']"
visualnews__guardian_images_0326_559.jpg,Rory McIlroy's manager said the young golfer will reflect on the mistakes made during his final round at Augusta,['sad']
visualnews__guardian_images_0328_057.jpg,Soon I wanted to win everything on becoming Mrs Brighton,"['curious', 'happy', 'angry']"
visualnews__guardian_images_0328_124.jpg,The 3m News International offer to Milly Dowler's family is understood to include a 1m charity donation,"['happy', 'curious', 'confused']"
visualnews__guardian_images_0328_148.jpg,The Tesla Model X is the electric car company's third car designed to appeal to the SUVcrossover market,"['awe', 'interested', 'hopeful', 'excited', 'bored']"
visualnews__guardian_images_0328_256.jpg,Tryfan and Glyder Fawr Snowdonia,"['awe', 'good', 'happy', 'calm']"
visualnews__guardian_images_0329_885.jpg,Noel Edmonds at the FA Cup third round match between Manchester United and Exeter City at Old Trafford on 8 January 2005 Presumably as it was nt on TV,"['good', 'happy', 'angry']"
visualnews__guardian_images_0330_009.jpg,Republican presidential candidate Mitt Romney reacts to the supreme court's upholding of the healthcare reform law saying the American people must vote not to reelect the president in order to overturn Obamacare,"['happy', 'sad', 'angry']"
visualnews__guardian_images_0330_433.jpg,World's oldest marathon runner Fauja Singh 100 celebrates after completing the full distance in Toronto,"['impressed', 'proud', 'hopeful']"
visualnews__guardian_images_0330_623.jpg,Telavi GeorgiaThe photographer says his fascination with Slavic languages and culture took him onto a long journey through postSoviet Europe before he finally settled in Tbilisi the capital of Georgia,"['happy', 'interested', 'sad']"
visualnews__guardian_images_0331_069.jpg,Leaf insect at the Yinggeling natural reserve in south China's Hainan Province,"['scared', 'happy', 'disgusted']"
visualnews__guardian_images_0331_277.jpg,Wicketkeeper BJ Watling was a key figure for New Zealand on the second day of play in Dunedin,"['happy', 'excited', 'amazed']"
visualnews__guardian_images_0332_919.jpg,Wheatacre Hall Barns Norfolk,"['amazed', 'happy']"
visualnews__guardian_images_0334_467.jpg,11 The spread of English as a global language Sign outside a shop in France,"['upset', 'proud', 'sad', 'neutral', 'happy']"
visualnews__guardian_images_0335_721.jpg,Robert Rauschenberg 1966,['happy']
visualnews__guardian_images_0336_515.jpg,Pub landlady Michelle Berk Before this I worked in banking and my husband was a musician We never saw one another,"['hopeful', 'happy', 'calm', 'inspired', 'confused']"
visualnews__guardian_images_0336_678.jpg,Key currency UK banks already tightening mortgage lending criteria are nt immune from the eurozone crisis,"['intrigued', 'scared', 'anger', 'worried', 'confused']"
visualnews__guardian_images_0337_960.jpg,The mosques attacked by suicide bombers on Friday were linked to the Houthis Responsibility has been claimed in the name of Islamic State though that claim has been disputed,['sad']
visualnews__guardian_images_0337_997.jpg,A scene from The Witch and Don Cristobal The puppeteers arrests kicked off a war of words across the Spanish political spectrum,"['anger', 'confused', 'sad']"
visualnews__guardian_images_0339_116.jpg,London Marathon finish The Mall 21413 200mm lens 11000 f56 ISO 200 Tsegaye Kebede of Ethiopia is all alone as he runs right down the middle of The Mall to claim victory in the men's race in the London Marathon It was a beautiful soft sunlit spring morning and the scene was just perfect such a contrast just six days after the horror at the finish of the Boston Marathon I aimed to get a picture that depicted this but also one to show the defiance of everyone be it crowd runners or organisers to continue with the race despite that dreadful act of terrorism,"['proud', 'joy', 'inspired', 'sad']"
visualnews__guardian_images_0345_022.jpg,The jury accepted defence argument that Lianne Smith had suffered a bout of pathological depression Photograph Jordi Ribot PuntiIconnaPA,"['happy', 'anger', 'sad']"
visualnews__guardian_images_0345_437.jpg,People get very depressed that level of poverty has a bad effect on your mental health Laurie Penny 23,"['sad', 'anger']"
visualnews__guardian_images_0345_483.jpg,Somali hiphop collective Waayaha Cusub perform at the opening concert of the Mogadishu music festival on 27 March The festival is the first international music event to be held in the city since the outbreak of civil war in 1991 bringing together acts from seven countries,"['concerned', 'happy', 'excited', 'curious', 'hopeful', 'joy', 'inspired']"
visualnews__guardian_images_0346_399.jpg,The soldier was arrested at Manchester airport,"['neutral', 'sad']"
visualnews__guardian_images_0346_696.jpg,MH Abrams believed that poetry should be read aloud to yield its full meaning,"['bored', 'happy']"
